Date,Banque,Libellé,Montant,Tag,Type
2024/11/29,LBP,Amazon,-5.99€,matériel
2024/11/27,LBP,Amazon,-27.03€,matériel
2024/11/27,LBP,Dr DU CORAIL,-7.95€,santé
2024/11/27,LBP,Virement Maeliss,22.20€,caché
2024/11/26,LBP,LA POSTE MOBILE,-9.99€,abonnement
2024/11/26,LBP,Federal Finance (PEE),-300.00€,autre
2024/11/26,LBP,Dialogues,-36.50€,culture
2024/11/25,LBP,Virement Maeliss,-80.00€,caché
2024/11/25,LBP,Carrefour,-162.27€,bouffe
2024/11/25,LBP,Glacier capucins,-31.40€,sortie
2024/11/25,LBP,Décathlon: vélo,-16.80€,transport
2024/11/25,LBP,Glacier capucins,-15.40€,sortie
2024/11/25,LBP,Paypal: marvel snap,-10.99€,culture
2024/11/25,LBP,Dr DU CORAIL,-7.95€,santé
2024/11/25,LBP,Paypal: marvel snap,-5.99€,culture
2024/11/25,LBP,Netflix,-5.99€,abonnement
2024/11/25,LBP,Bibus,-1.70€,transport
2024/11/25,LBP,Bibus,-1.70€,transport
2024/11/25,LBP,Virement Maeliss,80.00€,caché
2024/11/22,LBP,EDF,-76.00€,abonnement
2024/11/22,LBP,Amazon,-72.28€,matériel
2024/11/21,LBP,Paypal: marvel snap,-5.99€,culture
2024/11/20,LBP,EDF,199.76€,abonnement,remboursement
2024/11/18,LBP,Décathlon: vélo,-145.00€,transport
2024/11/18,LBP,Steam,-10.99€,culture
2024/11/18,LBP,Gourmand mais pas que,-9.00€,sortie
2024/11/18,LBP,Paypal: marvel snap,-5.99€,culture
2024/11/15,LBP,Bouygues,-19.99€,abonnement
2024/11/15,LBP,Boulangerie : Le Moulin de l'Iroise,-5.40€,bouffe
2024/11/14,LBP,Virement Mika,-100.00€,economies
2024/11/14,LBP,Ti Coop,-41.05€,bouffe
2024/11/14,LBP,Amazon,-35.99€,matériel
2024/11/14,LBP,Allo Pizzas,-10.00€,fastfood
2024/11/14,LBP,Total énergie,39.09€,abonnement,remboursement
2024/11/13,LBP,Virement Philippe Marchand,-55.00€,abonnement
2024/11/12,LBP,MKM (Magic),-3.00€,magic
2024/11/12,LBP,Virement maman mika,-50.00€,cadeau
2024/11/12,LBP,Générations (mutuelle),-71.10€,santé
2024/11/12,LBP,Décathlon: chaussures manteau mika,-129.00€,vetements
2024/11/12,LBP,Hellofresh,-85.50€,bouffe
2024/11/12,LBP,Magasin U,-43.43€,bouffe
2024/11/12,LBP,Vinted: pikmin,-35.48€,culture
2024/11/12,LBP,Décathlon: vélo,-17.00€,transport
2024/11/12,LBP,Magasin U,-16.38€,bouffe
2024/11/12,LBP,Amazon,-6.99€,matériel
2024/11/12,LBP,Roadside,-5.50€,fastfood
2024/11/12,LBP,Virement Maeliss,1000.00€,caché
2024/11/07,LBP,Dialogues (Librairie),-51.90€,culture
2024/11/07,LBP,Amazon,-11.79€,matériel
2024/11/07,LBP,PAJE,333.75€,azenor,remboursement
2024/11/06,LBP,Véronique Loriant (nounou),-761.36€,azenor
2024/11/06,LBP,Chèques vacances,-20.00€,autre
2024/11/06,LBP,Les petits culottés (couches),-49.50€,azenor
2024/11/05,LBP,CGT (Syndicat),-20.00€,abonnement
2024/11/05,LBP,Magic (Site officiel de wizards),-134.97€,magic
2024/11/05,LBP,Hellofresh,-85.50€,bouffe
2024/11/05,LBP,CAF,96.66€,azenor,remboursement
2024/11/04,LBP,Virement Maeliss,-100.00€,caché
2024/11/04,LBP,Virement maman mika,-60.00€,cadeau
2024/11/04,LBP,Pole Dance,-67.00€,sport
2024/11/04,LBP,Magasin U,-47.95€,bouffe
2024/11/04,LBP,Amazon,-15.28€,matériel
2024/11/04,LBP,Piscine,-11.00€,sortie
2024/11/04,LBP,Doctolib,-7.50€,santé
2024/11/04,LBP,Machine à café Arkéa,-0.80€,bouffe
