Date,Banque,Libellé,Montant,Tag,Type
"2025""/03/""31",CMB,Paypal: steam,-16.99€,culture
"2025""/03/""28",CMB,Vers compte commun,-1500.00€,caché
"2025""/03/""28",CMB,Salaire Arkea,2388.30€,salaire
"2025""/03/""24",CMB,Basic Fit,-19.99€,sport
"2025""/03/""07",CMB,Cotisation eurocompte,2.16€,banque
"2025""/03/""18",CMB,Paypal: playin,-9.54€,culture
"2025""/03/""14",CMB,Mutuelle Génération,9.00€,santé,remboursement
"2025""/03/""07",CMB,Cotisation eurocompte,-7.21€,banque
"2025""/03/""06",CMB,Mutuelle Génération,7.95€,santé,remboursement
"2025""/03/""05",CMB,Forever : Assurance prêt,-17.97€,loyer
"2025""/03/""05",CMB,Assurance habitation,-14.72€,loyer
"2025""/03/""05",CMB,Echeance prêt principal,-496.79€,loyer
"2025""/03/""05",CMB,Echeance prêt taux zéro,-123.62€,loyer
"2025""/03/""01",CMB,Mensualité appel de fond Syndic,-89.20€,loyer
