Date,Banque,Libellé,Montant,Tag,Type
2022/11/30,LBP,Virement Maeliss,-365.22€,caché
2022/11/30,LBP,EDF,-36.96€,abonnement
2022/11/30,LBP,Amazon,-54.99€,matériel
2022/11/30,LBP,CDiscount,-0.74€,matériel
2022/11/30,LBP,Virement Maeliss,900.00€,caché
2022/11/29,LBP,Les petits culottés (couches),-52.25€,azenor
2022/11/29,LBP,Ti Coop,-44.31€,bouffe
2022/11/29,LBP,HelloFresh,-40.25€,bouffe
2022/11/28,LBP,Magasin U,-57.29€,bouffe
2022/11/25,LBP,Impots,-138.00€,impots
2022/11/24,LBP,La poste mobile,-9.99€,abonnement
2022/11/24,LBP,Juneo,-117.00€,azenor
2022/11/24,LBP,Burger King,-25.25€,restau
2022/11/23,LBP,Federal Finance (PEE),-100.00€,autre
2022/11/23,LBP,Carrefour,-37.45€,bouffe
2022/11/21,LBP,MKM (Magic),-30.28€,magic
2022/11/21,LBP,Magasin U,-71.07€,bouffe
2022/11/21,LBP,CDiscount,-49.99€,matériel
2022/11/21,LBP,Roast It,-41.60€,restau
2022/11/21,LBP,Hellofresh,-40.25€,bouffe
2022/11/21,LBP,Ti Coop,-25.70€,bouffe
2022/11/21,LBP,Librairie Dialogues,-16.80€,culture
2022/11/21,LBP,Adhésion de Manu,50.00€,evl,remboursement
2022/11/18,LBP,Virement Maeliss,-100.00€,caché
2022/11/18,LBP,Librairie Dialogues,-7.20€,culture
2022/11/17,LBP,Macdo,-21.15€,restau
2022/11/17,LBP,Machine à café Arkéa,-1.00€,bouffe
2022/11/17,LBP,Machine à café Arkéa,-1.00€,bouffe
2022/11/16,LBP,Virement Mme Calvarin,-90.00€,loyer
2022/11/16,LBP,MKM (Magic),-35.94€,magic
2022/11/16,LBP,Bouygues,-29.99€,abonnement
2022/11/15,LBP,Dialogues (Librairie),-24.70€,culture
2022/11/15,LBP,Ti Coop,-21.43€,bouffe
2022/11/15,LBP,Croc Jeux,-5.00€,culture
2022/11/14,LBP,Virement aux parents maeliss pour assurrance,-52.00€,abonnement
2022/11/14,LBP,Hellofresh,-40.25€,bouffe
2022/11/14,LBP,L'oriflamme,-16.50€,restau
2022/11/14,LBP,Relay,-4.60€,bouffe
2022/11/10,LBP,Virement Mika,-50.00€,caché
2022/11/10,LBP,Burger King,-16.90€,restau
2022/11/10,LBP,Virement Mika,79.20€,evl, remboursement
2022/11/08,LBP,Amnesty International,-7.00€,don
2022/11/08,LBP,Arkéa,-50.00€,bouffe
2022/11/07,LBP,MKM (Magic),-22.65€,magic
2022/11/07,LBP,Total Energie,-74.00€,abonnement
2022/11/07,LBP,Décathlon,-129.00€,matériel
2022/11/07,LBP,La trinitaine,-49.30€,bouffe
2022/11/07,LBP,Paypal: Thomann (sampler),-48.25€,culture
2022/11/07,LBP,IKEA,-35.00€,matériel
2022/11/07,LBP,Dialogues (Librairie),-31.10€,culture
2022/11/07,LBP,Maison du thé,-22.25€,bouffe
2022/11/07,LBP,Intermarché,-19.30€,bouffe
2022/11/07,LBP,Carrefour,-13.30€,bouffe
2022/11/07,LBP,Le tour du monde,-9.80€,sortie
2022/11/07,LBP,Bibus,-3.40€,transport
2022/11/07,LBP,Boulangerie : Fournil de Pauline,-2.85€,bouffe
2022/11/04,LBP,Pharmacie,-4.36€,santé
2022/11/04,LBP,CAF: Allocation de base,182.00€,azenor,remboursement
2022/11/03,LBP,Juneo,-58.50€,azenor
2022/11/03,LBP,Magasin U,-44.67€,bouffe
2022/11/03,LBP,Pharmacie,-12.35€,santé
2022/11/03,LBP,Atelier Boulangerie,-3.30€,bouffe
2022/11/02,LBP,Virement Mme Calvarin,-668.50€,loyer
2022/11/02,LBP,Chèques vacances,-20.00€,autre
2022/11/02,LBP,Philips biberons,-22.69€,azenor
2022/11/02,LBP,Amazon,-13.88€,matériel
2022/11/02,LBP,Amazon,-11.98€,matériel
2022/11/02,LBP,Disney +,-8.99€,abonnement
2022/11/02,LBP,Virement Mika,2000.00€,caché
2022/11/02,LBP,MKM (Magic),73.38€,magic,remboursement
2022/11/02,LBP,Luke-Lydia: Anniversaire Lucas,20.00€,cadeau,remboursement
