Date,Banque,Libellé,Montant,Tag,Type
2022/01/31,LBP,EDF,-38.00€,abonnement
2022/01/31,LBP,Mystery O Clock,-95.00€,sortie
2022/01/31,LBP,Magasin U,-74.68€,bouffe
2022/01/31,LBP,Paypal : Clavier MIDI,-20.75€,culture
2022/01/31,LBP,Magic Arena,-19.99€,magic
2022/01/31,LBP,Paypal : Paiement Maxime Nouvel An,-10.00€,autre
2022/01/31,LBP,Dialogues (Librairie),-7.90€,culture
2022/01/31,LBP,Tamelier de Saint Marc,-6.50€,bouffe
2022/01/31,LBP,Mie Caline,-3.70€,bouffe
2022/01/28,LBP,Virement Maeliss,800.00€,caché
2022/01/26,LBP,Géant,-62.75€,bouffe
2022/01/26,LBP,Géant,-3.82€,bouffe
2022/01/26,LBP,Retrait,-20.00€,dab
2022/01/25,LBP,La poste mobile,-9.99€,abonnement
2022/01/25,LBP,Ti Coop,-50.43€,bouffe
2022/01/24,LBP,Virement Mika,-10.00€,caché
2022/01/24,LBP,Magasin U,-53.87€,bouffe
2022/01/24,LBP,Paypal : Paiement Anh Nouvel An,-45.00€,autre
2022/01/24,LBP,Music Star,-38.00€,culture
2022/01/24,LBP,Rakuten,-31.08€,culture
2022/01/19,LBP,Magasin U,-76.60€,bouffe
2022/01/18,LBP,MKM (Magic),-2.93€,magic
2022/01/18,LBP,Celio,-110.67€,vêtements
2022/01/17,LBP,Bouygues Telecom,-9.99€,abonnement
2022/01/17,LBP,Boulangerie : Fournil de Pauline,-10.75€,bouffe
2022/01/17,LBP,Ti Coop,-8.78€,bouffe
2022/01/17,LBP,Virement Maeliss,150.00€,caché
2022/01/14,LBP,Ti Coop,-60.91€,bouffe
2022/01/13,LBP,Roadside,-34.50€,restau
2022/01/11,LBP,Leclerc,-105.40€,bouffe
2022/01/11,LBP,Frais Banque,-21.00€,banque
2022/01/10,LBP,Amnesty International,-7.00€,don
2022/01/07,LBP,Magasin U,-87.28€,bouffe
2022/01/06,LBP,Leroy Merlin,-39.20€,matériel
2022/01/06,LBP,Décathlon,-31.70€,matériel
2022/01/06,LBP,Ludik Addict,-19.20€,culture
2022/01/06,LBP,Bellevue Kebab (centre com),-16.00€,restau
2022/01/05,LBP,Agios (remise ou pas),1.50€,banque
2022/01/05,LBP,Agios (remise ou pas),-1.50€,banque
2022/01/05,LBP,Loyer (Mme Calvarin),-650.00€,loyer
2022/01/05,LBP,Ludik Addict,-19.00€,culture
2022/01/05,LBP,Carrefour,-18.34€,bouffe
2022/01/05,LBP,Bureau Vallée,-7.86€,matériel
2022/01/05,LBP,FNAC,-7.00€,culture
2022/01/04,LBP,Géant,-85.47€,bouffe
2022/01/04,LBP,Avance Véto Luke Lydia,-56.00€,autre
2022/01/03,LBP,Paypal : Paiement vélo,-312.25€,transport
