Date,Banque,Libellé,Montant,Tag,Type
2026/02/28,CMB,Vers compte commun,-900.00€,caché
2026/02/27,CMB,Salaire Arkea,1934.89€,salaire
2026/02/26,CMB,PayPal: Feed,-84.00€,bouffe
2026/02/25,CMB,Intermarché,-6.44€,bouffe
2026/02/24,CMB,PayPal: Steam,-15.87€,culture
2026/02/23,CMB,Basic Fit,-19.99€,sport
2026/02/23,CMB,"""CARTE 21/02 MAISON ARLOT CHE NANTES""",-21.20€,fastfood
2026/02/21,CMB,Tartines d'autrefois,-20.25€,bouffe
2026/02/20,CMB,Super U Keredern,-79.31€,bouffe
2026/02/17,CMB,PayPal: Hellofresh,-82.19€,bouffe
2026/02/16,CMB,PayPal: Steam,-6.48€,culture
2026/02/16,CMB,"""CARTE 12/02 LEEK5RJRDZD3 www STARÂ£CUMUL""",-1.70€,transport
2026/02/13,CMB,"""CARTE 12/02 LB COMMERCE BREST""",-6.02€,autre
2026/02/12,CMB,La salon de Sabine,-23.50€,coiffeur
2026/02/12,CMB,Mutuelle Génération,9.00€,santé,remboursement
2026/02/11,CMB,Super U Keredern,-12.60€,bouffe
2026/02/11,CMB,Mutuelle Génération,48.97€,santé,remboursement
2026/02/10,CMB,Mensualité appel de fond Syndic,-401.97€,loyer
2026/02/10,CMB,PayPal: Hellofresh,-79.20€,bouffe
2026/02/10,CMB,PayPal: Blablacar,-4.99€,transport
2026/02/07,CMB,Cotisation eurocompte,-5.11€,banque
2026/02/09,CMB,"""CARTE 07/02 ASSOC   COMITE D BREST""",-15.00€,autre
2026/02/09,CMB,"""CARTE 07/02 MILLE ET UNE LU PARIS""",-6.50€,autre
2026/02/09,CMB,Compte Commun,600.00€,caché
2026/02/07,CMB,Machine à café Arkéa,-0.35€,bouffe
2026/02/07,CMB,Machine à café Arkéa,-0.35€,bouffe
2026/02/07,CMB,Machine à café Arkéa,-0.35€,bouffe
2026/02/07,CMB,Machine à café Arkéa,-0.35€,bouffe
2026/02/05,CMB,Forever : Assurance prêt,-33.40€,loyer
2026/02/05,CMB,Assurance habitation,-16.64€,loyer
2026/02/05,CMB,Echeance prêt principal,-496.79€,loyer
2026/02/05,CMB,Echeance prêt taux zéro,-123.62€,loyer
2026/02/03,CMB,PayPal: Hellofresh,-94.77€,bouffe
2026/02/03,CMB,PayPal: Remboursement magic guillaume,47.00€,magic,remboursement
2026/02/03,CMB,PayPal: Steam,-10.51€,culture
2026/02/03,CMB,PayPal: D+,-6.99€,abonnement
2026/02/03,CMB,Super U Keredern,-13.96€,bouffe
2026/02/02,CMB,"""CARTE 31/01 JOUR DE FETE GUIPAVAS""",-90.20€,autre
2026/02/02,CMB,Ludik Addict,-18.00€,culture
2026/02/01,CMB,Mensualité appel de fond Syndic,-89.20€,loyer
